安,1187,an,3,1,0,18
固,625,gu,19,1,1,18
注,635,vu,22,0,1,18
冻,616,ds,33,0,1,18
公,621,gs,13,1,0,18
生,596,ug,31,0,1,18
中药,606,vsyc,22,1,0,18
合成,628,heig,20,0,1,18
