安,1187,an,1,1,0,51
固,627,gu,43,1,1,51
注,637,vu,32,0,3,51
冻,618,ds,47,0,3,51
公,623,gs,35,1,1,51
生,598,ug,52,0,1,51
中药,611,vsyc,27,0,1,51
合成,630,heig,27,0,1,51
