安,1187,an,1,1,0,34
固,626,gu,38,1,1,34
注,636,vu,27,0,2,34
冻,617,ds,39,0,1,34
公,622,gs,32,1,0,34
生,597,ug,44,0,1,34
中药,605,vsyc,22,0,1,34
合成,629,heig,23,0,1,34
